image_id,lat,lon,continent,region,captured_at,country
275485537631618,31.618859742493,-7.9434689777622,Africa,"Marrakech, MA",1523804179000,MA
336758651126685,30.050130057348,31.249673460485,Africa,"Cairo, EG",1577450668303,EG
974456353310258,-1.256002310615,36.855460793646,Africa,"Nairobi, KE",1513067499934,KE
4595294537153173,30.050295562733,31.250197226762,Africa,"Cairo, EG",1577527928261,EG
257451489457781,6.4942311551001,3.3993340935395,Africa,"Lagos, NG",1537186247177,NG
308240047549574,31.618933683954,-7.9431012637606,Africa,"Marrakech, MA",1523804175000,MA
1112979155852854,6.4967015863918,3.4002119383884,Africa,"Lagos, NG",1537189780390,NG
286335176529007,6.4936864428962,3.3990629339211,Africa,"Lagos, NG",1537269945447,NG
919176535323062,-1.2552926784067,36.843924834063,Africa,"Nairobi, KE",1512486111176,KE
828724951334971,-1.2552917461384,36.843812165813,Africa,"Nairobi, KE",1512997635491,KE
166845295369340,6.4941315475171,3.399256800495,Africa,"Lagos, NG",1537189777912,NG
1154073125096760,-1.2563578201998,36.855268905057,Africa,"Nairobi, KE",1512987088507,KE
322270315948588,-1.2560394265574,36.855589932035,Africa,"Nairobi, KE",1596294400701,KE
306524797521464,-1.256340861018,36.855026073727,Africa,"Nairobi, KE",1428509345084,KE
2873570556240765,-1.255079193864,36.843930470263,Africa,"Nairobi, KE",1512997643513,KE
291693745840567,31.618933966291,-7.9431019906895,Africa,"Marrakech, MA",1523804175000,MA
1193403994443801,31.618836110901,-7.9435520554599,Africa,"Marrakech, MA",1523804180000,MA
843468546265136,30.050318946321,31.244368532776,Africa,"Cairo, EG",1577527863238,EG
743665503182785,-1.2439120853559,36.844606794978,Africa,"Nairobi, KE",1512997835719,KE
1136491123492242,6.4940556643453,3.3992609464035,Africa,"Lagos, NG",1537186248311,NG
517580855919637,-1.2433464454951,36.844575209601,Africa,"Nairobi, KE",1512998939583,KE
309056654126370,-1.2438537716733,36.844660651712,Africa,"Nairobi, KE",1512998943610,KE
260738295782644,31.631967172582,-7.9557076599519,Africa,"Marrakech, MA",1523804782000,MA
519266462776008,-1.2437621680854,36.844573548273,Africa,"Nairobi, KE",1512997839714,KE
489786665678238,-33.956248835171,18.456762636743,Africa,"Cape Town, ZA",1562945840428,ZA
233434135247419,6.4944113482868,3.3993634788158,Africa,"Lagos, NG",1537350955265,NG
1159623547816128,-1.2559419776285,36.843292351717,Africa,"Nairobi, KE",1512983175526,KE
474082843667506,30.050377050235,31.249513274998,Africa,"Cairo, EG",1577450639280,EG
927679211325289,-33.956961244087,18.456382427362,Africa,"Cape Town, ZA",1562945848395,ZA
509292193446237,-1.2553627025638,36.856419694127,Africa,"Nairobi, KE",1596294405729,KE
222197429292418,6.4937039690125,3.3990581295414,Africa,"Lagos, NG",1537186250029,NG
1111747665975608,6.4942846724916,3.399268173402,Africa,"Lagos, NG",1537186247147,NG
976244596108487,30.05033515979,31.244031198329,Africa,"Cairo, EG",1577527860289,EG
1190335521415114,30.050950515471,31.249298310151,Africa,"Cairo, EG",1577450582272,EG
1439029219778713,31.618816756942,-7.9435636636598,Africa,"Marrakech, MA",1523804180000,MA
173590481337853,31.631848980521,-7.9558242106575,Africa,"Marrakech, MA",1523804781000,MA
297853818723102,-1.2444780950016,36.84483403041,Africa,"Nairobi, KE",1512997819708,KE
1327703397802816,31.617990594722,-7.9569905907173,Africa,"Marrakech, MA",1673103817056,MA
468775901068253,-33.956145598181,18.456823955107,Africa,"Cape Town, ZA",1562945839432,ZA
155003507313573,31.631991022055,-7.95574204714,Africa,"Marrakech, MA",1670942814052,MA
492206258781563,30.050437424595,31.249506866351,Africa,"Cairo, EG",1577450624310,EG
1362268864154365,31.618937323815,-7.943038029885,Africa,"Marrakech, MA",1523804174000,MA
1438321913170100,31.618921218846,-7.9431825278271,Africa,"Marrakech, MA",1523804176000,MA
1386073148437872,-1.2435760314869,36.844548252048,Africa,"Nairobi, KE",1512997843742,KE
134558682049962,31.631424578802,-7.9561799368041,Africa,"Marrakech, MA",1523804777000,MA
246897063865669,31.6188164567,-7.9435641681517,Africa,"Marrakech, MA",1523804180000,MA
1084535718709347,31.618843326128,-7.9434707889926,Africa,"Marrakech, MA",1523804179000,MA
258099956098716,-1.255833282526,36.85593933378,Africa,"Nairobi, KE",1512987092500,KE
2610893412538375,6.4937040191047,3.3990581555042,Africa,"Lagos, NG",1537186250029,NG
256971092872223,6.4941498984468,3.399299708502,Africa,"Lagos, NG",1537269942400,NG
1275716866526943,35.669769305147,139.74329082923,Asia,"Tokyo, JP",1663052038082,JP
441224457397900,41.050726492497,28.994669521426,Asia,"Istanbul, TR",1639221952000,TR
937964613681742,13.781447016632,100.54368557418,Asia,"Bangkok, TH",1540682600206,TH
589813592841982,35.669832327833,139.74324076903,Asia,"Tokyo, JP",1663052048648,JP
420541999778839,41.050736816789,28.994734110326,Asia,"Istanbul, TR",1639221948000,TR
2860732834255854,37.580024865419,126.99425975129,Asia,"Seoul, KR",1393588789135,KR
1251163980321812,28.618584142416,77.206164560354,Asia,"Delhi, IN",1772003126176,IN
1439567143219868,35.669967316072,139.74335867119,Asia,"Tokyo, JP",1663052069907,JP
1969815593210497,35.669936078721,139.74330403892,Asia,"Tokyo, JP",1663052061763,JP
152777434050027,35.669741666667,139.74343055556,Asia,"Tokyo, JP",1663052027680,JP
198092041960003,13.78133638867,100.54355093235,Asia,"Bangkok, TH",1446905157000,TH
185747660061945,13.781336822859,100.54355125624,Asia,"Bangkok, TH",1446905160000,TH
1577392229125223,13.774839455248,100.54453762083,Asia,"Bangkok, TH",1543043649817,TH
1609861206991087,28.624591915735,77.19882960334,Asia,"Delhi, IN",1771934766313,IN
932690717551437,41.044369961623,28.993470742119,Asia,"Istanbul, TR",1525588939708,TR
301228134878171,35.675270848115,139.74377318901,Asia,"Tokyo, JP",1516422934000,JP
192462876034272,13.781494038859,100.54373158514,Asia,"Bangkok, TH",1540682601245,TH
1289055714829660,13.775458831026,100.54443337242,Asia,"Bangkok, TH",1446900885000,TH
168905561802021,37.569446306146,127.00619468747,Asia,"Seoul, KR",1497522454938,KR
218154269783205,35.675203479599,139.74391012227,Asia,"Tokyo, JP",1555837370799,JP
849292219338848,41.044311917993,28.993330334785,Asia,"Istanbul, TR",1525588934111,TR
1238942886940785,35.669994411982,139.74343054774,Asia,"Tokyo, JP",1663052075080,JP
1179614142473369,13.781976372066,100.5436009324,Asia,"Bangkok, TH",1540682637358,TH
1114606634084550,28.618013450272,77.199684299809,Asia,"Delhi, IN",1772006163831,IN
2033298730615294,28.618007182894,77.206094875294,Asia,"Delhi, IN",1772003118009,IN
816114972644921,13.781290306253,100.5435651912,Asia,"Bangkok, TH",1540682865079,TH
1845043329538407,28.624574551594,77.19885012911,Asia,"Delhi, IN",1771934766680,IN
195494509507328,35.669902775968,139.74326126917,Asia,"Tokyo, JP",1663052055580,JP
1422664965703826,28.624374442389,77.200174116907,Asia,"Delhi, IN",1772008587504,IN
4561343333880249,41.044286963588,28.993270853109,Asia,"Istanbul, TR",1525588931811,TR
1398619510520407,13.774910949419,100.54450188385,Asia,"Bangkok, TH",1540514075216,TH
1166971770441193,35.67510821172,139.74351548566,Asia,"Tokyo, JP",1555837392816,JP
1425233034497388,35.675270781958,139.74377432522,Asia,"Tokyo, JP",1516422922000,JP
943977376367628,41.044239398249,28.993154989519,Asia,"Istanbul, TR",1525588927259,TR
307750010732368,13.774927046511,100.54447314928,Asia,"Bangkok, TH",1540514074920,TH
494105541705943,41.043666880216,28.994339509853,Asia,"Istanbul, TR",1525589095548,TR
160638712611577,13.774970514375,100.5443917445,Asia,"Bangkok, TH",1531972402519,TH
1847003812136163,37.569448160709,127.00614317095,Asia,"Seoul, KR",1497522459316,KR
299559291575124,37.580024894019,126.99425493352,Asia,"Seoul, KR",1393588786929,KR
777416294953455,28.624527142037,77.199585883918,Asia,"Delhi, IN",1772008556871,IN
807283719910380,37.569457112349,127.00623491703,Asia,"Seoul, KR",1497522452121,KR
1278627560788958,28.618693981143,77.206175600278,Asia,"Delhi, IN",1772000293649,IN
1376395214174814,28.61861732083,77.206167544953,Asia,"Delhi, IN",1772000294649,IN
468465190884993,41.049969407569,28.993399049948,Asia,"Istanbul, TR",1548333152417,TR
469097140816236,37.580021118981,126.99425683813,Asia,"Seoul, KR",1393588783000,KR
202197675045541,37.580018083495,126.99424537101,Asia,"Seoul, KR",1393588794000,KR
4839206019452231,41.05068301733,28.994821070321,Asia,"Istanbul, TR",1639221940000,TR
1064813847525418,35.669669444444,139.74347222222,Asia,"Tokyo, JP",1663052019514,JP
1180003790672892,28.61831904987,77.199680795351,Asia,"Delhi, IN",1772006168897,IN
1183567708731178,37.569272144238,126.99302323287,Asia,"Seoul, KR",1496829265645,KR
1027050528694032,52.230641334364,20.993317568373,Europe,"Warsaw, PL",1666607749000,PL
1557331635815416,41.900782537087,12.493283229507,Europe,"Rome, IT",1780579828178,IT
1003542966716488,59.343248666372,18.044172813873,Europe,"Stockholm, SE",1579761674453,SE
160999082638550,52.219050511821,20.99396993594,Europe,"Warsaw, PL",1576328898990,PL
171229494921858,52.230782352519,20.9933406945,Europe,"Warsaw, PL",1618162440000,PL
1146593342962344,52.230721581605,20.993324783766,Europe,"Warsaw, PL",1665476499000,PL
486946699222057,41.405918483277,2.1698539679695,Europe,"Barcelona, ES",1587630289595,ES
177698864258702,48.844720774271,2.3492088557209,Europe,"Paris, FR",1618470708904,FR
1247093335693393,59.349123918548,18.050699009204,Europe,"Stockholm, SE",1434893541028,SE
306492990849947,48.856789755932,2.344708477748,Europe,"Paris, FR",1465056150000,FR
1249781495439997,48.849751383352,2.3449541994059,Europe,"Paris, FR",1618989241408,FR
137199661793844,48.844692072386,2.3492202306645,Europe,"Paris, FR",1618470706504,FR
481523733175996,41.893111,12.49358,Europe,"Rome, IT",1537885702000,IT
1119544339091543,48.849600801669,2.3448821932189,Europe,"Paris, FR",1712389564656,FR
1331796998131871,41.894613178099,12.49498105551,Europe,"Rome, IT",1741255698014,IT
1486770995357071,48.844386722899,2.3494740315314,Europe,"Paris, FR",1727509084043,FR
263849988770839,48.856708973818,2.3450738835671,Europe,"Paris, FR",1465056185000,FR
927049087867196,41.400713725617,2.169599191178,Europe,"Barcelona, ES",1436300961100,ES
1379839222394829,59.343120786145,18.049405711885,Europe,"Stockholm, SE",1538307580993,SE
284783943279668,41.406821740315,2.1686974599006,Europe,"Barcelona, ES",1423331704000,ES
2081432405558243,41.394622526094,2.1758755286599,Europe,"Barcelona, ES",1708613291881,ES
1352313478495477,52.219069231485,20.993633619872,Europe,"Warsaw, PL",1576328897190,PL
1007324257749821,48.844763701783,2.3497123709719,Europe,"Paris, FR",1727508954657,FR
1029015990838002,59.350794132514,18.043824351437,Europe,"Stockholm, SE",1505051337945,SE
1225388491935321,48.844719543505,2.3496868510221,Europe,"Paris, FR",1727509092836,FR
1153867765076766,48.849389660657,2.3447058846281,Europe,"Paris, FR",1575474314000,FR
4303086933058081,59.350833973061,18.043769233033,Europe,"Stockholm, SE",1565798650612,SE
1124444105344013,48.849433627876,2.3447940259587,Europe,"Paris, FR",1712389566651,FR
1041194770582772,41.9060978098,12.494637965514,Europe,"Rome, IT",1690698770433,IT
1158575328340910,52.230602090146,20.99338501066,Europe,"Warsaw, PL",1665476497000,PL
1164400594623399,48.8445611589,2.3495922897114,Europe,"Paris, FR",1727508948463,FR
1090146629543563,41.894609382682,12.494766334093,Europe,"Rome, IT",1741255684015,IT
307744947404862,48.856519856974,2.3430342697387,Europe,"Paris, FR",1433609761165,FR
2832258660357055,48.849587665782,2.3447680125742,Europe,"Paris, FR",1597876125690,FR
170727538831228,52.230678195971,20.993281512498,Europe,"Warsaw, PL",1662811019000,PL
308224314212510,52.219063125654,20.993745687151,Europe,"Warsaw, PL",1576328897790,PL
1047127107117706,48.844593787377,2.3496059595174,Europe,"Paris, FR",1727508949314,FR
1153309032418094,41.394567054336,2.1680453456987,Europe,"Barcelona, ES",1723454368611,ES
1089491332525020,48.84442644638,2.3495708696985,Europe,"Paris, FR",1727509085842,FR
575071887071001,59.350764336625,18.043954784194,Europe,"Stockholm, SE",1425281805000,SE
1347006733098591,41.394696916217,2.1758037238601,Europe,"Barcelona, ES",1740471209141,ES
1694705711426698,41.905158049714,12.493099538079,Europe,"Rome, IT",1741260764511,IT
1145777057755702,41.900805326841,12.493322928023,Europe,"Rome, IT",1780579827201,IT
784880642466771,41.893211,12.493513,Europe,"Rome, IT",1537886154000,IT
146695940797938,41.900942202994,12.493629529261,Europe,"Rome, IT",1552142062000,IT
495642418338924,41.40558205756,2.169188806976,Europe,"Barcelona, ES",1587630236682,ES
1196742417419682,48.849080988035,2.3444512142797,Europe,"Paris, FR",1590763302000,FR
1321177208277138,59.349143599868,18.05073489316,Europe,"Stockholm, SE",1468706296178,SE
1906381516185657,41.40667789199,2.1688597979986,Europe,"Barcelona, ES",1423331710000,ES
1356056862092486,41.905141139384,12.49316703807,Europe,"Rome, IT",1741260760012,IT
1836621316539505,19.425352933136,-99.10610847763,North America,"Mexico City, MX",1595346925793,MX
1014833169290037,34.05593091169,-118.25523265297,North America,"Los Angeles, US",1532385083488,US
809770409663516,43.675948,-79.355358,North America,"Toronto, CA",1579104481183,CA
135973731898458,34.055989795344,-118.25518236271,North America,"Los Angeles, US",1538526042295,US
1245676425889375,40.755744851599,-73.955724874757,North America,"New York, US",1586555171728,US
1305030092685130,34.05580374699,-118.25556404908,North America,"Los Angeles, US",1786137539604,US
219446629691920,41.869254176033,-87.656758811471,North America,"Chicago, US",1535051682728,US
174770594545536,19.431877724089,-99.105311967132,North America,"Mexico City, MX",1596550419289,MX
195058019134782,40.755870532568,-73.955666165357,North America,"New York, US",1586555157329,US
133598995497914,34.049577895087,-118.25519315928,North America,"Los Angeles, US",1593533522020,US
1156318074809735,43.681071298519,-79.356696659691,North America,"Toronto, CA",1579099213232,CA
471329760644329,19.418501890502,-99.099335519414,North America,"Mexico City, MX",1596402995293,MX
476648193415761,41.869098681897,-87.656755229577,North America,"Chicago, US",1535051679730,US
137964058351260,19.418310477689,-99.099303878062,North America,"Mexico City, MX",1596402997293,MX
1710739809112963,41.881879516813,-87.655507587084,North America,"Chicago, US",1535318323559,US
2754773438166283,19.425402758435,-99.106184452031,North America,"Mexico City, MX",1595346926793,MX
309529117282180,43.675885559961,-79.355633605523,North America,"Toronto, CA",1579104484154,CA
473251637081651,43.674494398557,-79.356086531521,North America,"Toronto, CA",1579104563201,CA
478861423380800,19.424945404409,-99.105277261221,North America,"Mexico City, MX",1595346925291,MX
1058875136630447,34.055708284906,-118.2554249315,North America,"Los Angeles, US",1786137538559,US
3953928624654611,40.743010167615,-73.955637408858,North America,"New York, US",1539554584658,US
221777986142629,40.755797932095,-73.955683925862,North America,"New York, US",1586555164598,US
3977786912305164,19.418776317197,-99.099361351458,North America,"Mexico City, MX",1596402993793,MX
1221131911654957,41.86948464758,-87.650312180356,North America,"Chicago, US",1535236297768,US
1166865083832208,43.67450186066,-79.356043010346,North America,"Toronto, CA",1579104564175,CA
506364000485989,41.869486840904,-87.650191153528,North America,"Chicago, US",1535236298667,US
4056614287763139,41.86899778938,-87.656753706576,North America,"Chicago, US",1535051677464,US
142859904549332,40.755653512945,-73.955686794114,North America,"New York, US",1589836205706,US
1295328294348663,43.68094866943,-79.356642935196,North America,"Toronto, CA",1678135508615,CA
791814648133859,41.868576916797,-87.656749531585,North America,"Chicago, US",1535051635066,US
1356165153368365,34.055688762126,-118.25539617534,North America,"Los Angeles, US",1786137538559,US
137079288599562,34.055743405913,-118.25513588112,North America,"Los Angeles, US",1532385081481,US
329633135178275,43.681110829956,-79.35666517357,North America,"Toronto, CA",1579099214763,CA
1347363752787239,43.680748386442,-79.35652348244,North America,"Toronto, CA",1678135504433,CA
